,totalSales,featuresVector
5502,3483.4656,"[13.35,0.0,0.048017962,10.0,219.6166,14.0,2.0,2.0,0.0]"
5503,3485.463,"[10.6,0.0,0.056795923,4.0,232.8642,21.0,2.0,1.0,0.0]"
5504,3487.4604,"[11.5,0.0,0.173483253,0.0,129.0652,14.0,2.0,2.0,0.0]"
5505,3488.1262,"[12.65,0.0,0.047197936,12.0,114.1202,31.0,3.0,3.0,0.0]"
5506,3494.1184,"[14.3,0.0,0.126924095,3.0,87.2224,33.0,0.0,3.0,2.0]"
5507,3495.45,"[10.0,0.0,0.021407511,2.0,248.175,31.0,3.0,3.0,0.0]"
5508,3495.45,"[18.2,0.0,0.012627478,1.0,140.818,19.0,0.0,1.0,0.0]"
5509,3499.4448,"[13.5,1.0,0.160044589,0.0,145.4102,16.0,1.0,2.0,0.0]"
5510,3499.4448,"[18.5,1.0,0.045243613,4.0,146.8102,33.0,0.0,3.0,2.0]"
5511,3504.1054,"[17.7,0.0,0.116542484,1.0,182.6266,21.0,2.0,1.0,0.0]"
5512,3504.1054,"[18.35,1.0,0.092226754,3.0,184.4266,21.0,2.0,1.0,0.0]"
5513,3505.437,"[15.1,1.0,0.019917598,3.0,129.431,31.0,3.0,3.0,0.0]"
5514,3506.7686,"[18.7,0.0,0.046088273,7.0,153.6682,21.0,2.0,1.0,0.0]"
5515,3511.4292,"[8.575,1.0,0.071958197,4.0,195.3794,19.0,0.0,1.0,0.0]"
5516,3515.424,"[7.275,0.0,0.027991093,1.0,145.976,19.0,0.0,1.0,0.0]"
5517,3515.424,"[7.685,0.0,0.025477448,7.0,145.276,21.0,2.0,1.0,0.0]"
5518,3515.424,"[11.395,1.0,0.069250192,9.0,232.9616,33.0,0.0,3.0,2.0]"
5519,3515.424,"[17.6,0.0,0.082797778,7.0,161.492,11.0,1.0,2.0,0.0]"
5520,3515.424,"[19.5,1.0,0.027214272,5.0,159.692,33.0,0.0,3.0,2.0]"
5521,3516.7556,"[15.6,0.0,0.066726133,12.0,185.8924,21.0,2.0,1.0,0.0]"
5522,3516.7556,"[17.7,1.0,0.135646297,13.0,186.0924,9.0,0.0,3.0,3.0]"
5523,3520.0846,"[13.35,1.0,0.014626901,5.0,207.7638,21.0,2.0,1.0,0.0]"
5524,3520.0846,"[17.1,1.0,0.074059474,0.0,209.0638,21.0,2.0,1.0,0.0]"
5525,3523.4136,"[7.17,1.0,0.059820884,0.0,130.3968,19.0,0.0,1.0,0.0]"
5526,3523.4136,"[9.0,0.0,0.085538477,1.0,169.2816,33.0,0.0,3.0,2.0]"
5527,3523.4136,"[9.5,0.0,0.074345268,1.0,251.9724,21.0,2.0,1.0,0.0]"
5528,3523.4136,"[9.5,1.0,0.022058724,9.0,196.8452,21.0,2.0,1.0,0.0]"
5529,3523.4136,"[19.35,1.0,0.0,9.0,169.0816,31.0,3.0,3.0,0.0]"
5530,3528.74,"[8.895,0.0,0.072511335,14.0,177.437,19.0,0.0,1.0,0.0]"
5531,3528.74,"[9.695,1.0,0.029140008,5.0,176.337,31.0,3.0,3.0,0.0]"
5532,3528.74,"[14.1,0.0,0.089817198,5.0,142.7496,19.0,0.0,1.0,0.0]"
5533,3529.4058,"[8.63,0.0,0.031095246,1.0,185.7582,21.0,2.0,1.0,0.0]"
5534,3530.0716,"[18.85,0.0,0.137755834,11.0,161.8578,9.0,0.0,3.0,3.0]"
5535,3531.4032,"[20.25,0.0,0.014222617,2.0,148.9418,21.0,2.0,1.0,0.0]"
5536,3532.7348,"[12.85,1.0,0.152099033,0.0,252.6382,14.0,2.0,2.0,0.0]"
5537,3533.4006,"[15.0,0.0,0.046336634,10.0,120.0414,31.0,3.0,3.0,0.0]"
5538,3535.398,"[20.2,1.0,0.0,6.0,197.211,31.0,3.0,3.0,0.0]"
5539,3537.3954,"[5.88,0.0,0.003612411,11.0,154.1998,11.0,1.0,2.0,0.0]"
5540,3542.056,"[5.46,1.0,0.032242661,5.0,187.624,16.0,1.0,2.0,0.0]"
5541,3542.056,"[8.395,0.0,0.07226985,11.0,254.104,9.0,0.0,3.0,3.0]"
5542,3542.056,"[8.89,0.0,0.005448005,3.0,102.1016,33.0,0.0,3.0,2.0]"
5543,3542.056,"[12.85,0.0,0.030678825,13.0,251.704,16.0,1.0,2.0,0.0]"
5544,3542.7218,"[8.895,0.0,0.026397141,3.0,207.8954,16.0,1.0,2.0,0.0]"
5545,3545.385,"[17.6,0.0,0.018934719,7.0,237.759,19.0,0.0,1.0,0.0]"
5546,3545.385,"[20.1,0.0,0.014925407,7.0,143.4154,31.0,3.0,3.0,0.0]"
5547,3547.3824,"[12.1,0.0,0.115107028,6.0,222.0114,16.0,1.0,2.0,0.0]"
5548,3547.3824,"[19.85,0.0,0.053764023,15.0,195.7768,33.0,0.0,3.0,2.0]"
5549,3551.3772,"[19.6,0.0,0.094308058,2.0,251.8698,19.0,0.0,1.0,0.0]"
5550,3552.7088,"[7.5,0.0,0.051038045,5.0,121.7072,11.0,1.0,2.0,0.0]"
5551,3552.7088,"[14.85,1.0,0.05357685,6.0,122.2072,33.0,0.0,3.0,2.0]"
5552,3554.7062,"[9.695,0.0,0.129889831,0.0,185.3898,31.0,3.0,3.0,0.0]"
5553,3554.7062,"[18.6,0.0,0.048160824,1.0,188.9898,11.0,1.0,2.0,0.0]"
5554,3555.372,"[15.0,1.0,0.078172471,9.0,238.8248,16.0,1.0,2.0,0.0]"
5555,3555.372,"[15.2,0.0,0.019064377,1.0,238.2248,19.0,0.0,1.0,0.0]"
5556,3558.0352,"[11.8,1.0,0.107057186,4.0,224.1772,21.0,2.0,1.0,0.0]"
5557,3559.3668,"[16.35,0.0,0.068219025,0.0,198.9426,16.0,1.0,2.0,0.0]"
5558,3560.6984,"[5.985,0.0,0.095715608,3.0,125.8678,31.0,3.0,3.0,0.0]"
5559,3560.6984,"[5.985,0.0,0.096185556,3.0,127.1678,9.0,0.0,3.0,3.0]"
5560,3560.6984,"[20.2,1.0,0.0,0.0,129.0678,11.0,1.0,2.0,0.0]"
5561,3560.6984,"[20.2,1.0,0.059790095,0.0,127.4678,14.0,2.0,2.0,0.0]"
5562,3560.6984,"[20.35,0.0,0.039428167,2.0,127.9678,9.0,0.0,3.0,3.0]"
5563,3563.3616,"[6.65,0.0,0.053506996,5.0,150.0734,9.0,0.0,3.0,3.0]"
5564,3563.3616,"[18.2,0.0,0.049396364,0.0,146.4734,19.0,0.0,1.0,0.0]"
5565,3567.3564,"[5.94,1.0,0.02923013,10.0,189.4556,33.0,0.0,3.0,2.0]"
5566,3568.688,"[11.8,1.0,0.014075334,3.0,176.8344,31.0,3.0,3.0,0.0]"
5567,3568.688,"[20.6,1.0,0.0,1.0,178.1344,14.0,2.0,2.0,0.0]"
5568,3570.0196,"[19.7,1.0,0.160671255,5.0,254.7014,14.0,2.0,2.0,0.0]"
5569,3570.6854,"[17.7,0.0,0.174340475,0.0,116.6834,14.0,2.0,2.0,0.0]"
5570,3571.3512,"[11.8,0.0,0.115636723,8.0,199.7084,9.0,0.0,3.0,3.0]"
5571,3574.0144,"[5.78,0.0,0.096536082,10.0,162.8552,19.0,0.0,1.0,0.0]"
5572,3578.675,"[7.39,0.0,0.119698523,12.0,143.047,33.0,0.0,3.0,2.0]"
5573,3579.3408,"[9.5,1.0,0.035350045,0.0,169.7448,11.0,1.0,2.0,0.0]"
5574,3579.3408,"[18.85,0.0,0.09079168,11.0,127.1336,31.0,3.0,3.0,0.0]"
5575,3582.004,"[6.42,0.0,0.053553794,4.0,178.6002,19.0,0.0,1.0,0.0]"
5576,3583.3356,"[16.0,1.0,0.173027688,1.0,155.2972,19.0,0.0,1.0,0.0]"
5577,3585.333,"[11.6,1.0,0.144604071,4.0,240.8222,9.0,0.0,3.0,3.0]"
5578,3589.9936,"[18.35,0.0,0.014081156,2.0,223.5746,9.0,0.0,3.0,3.0]"
5579,3589.9936,"[20.85,0.0,0.097770004,13.0,222.8746,19.0,0.0,1.0,0.0]"
5580,3592.6568,"[9.5,0.0,0.085437778,11.0,188.4872,9.0,0.0,3.0,3.0]"
5581,3592.6568,"[19.0,0.0,0.129309277,2.0,188.8872,14.0,2.0,2.0,0.0]"
5582,3593.3226,"[10.5,0.0,0.02727641,2.0,171.3106,21.0,2.0,1.0,0.0]"
5583,3593.3226,"[10.5,0.0,0.027430696,2.0,171.1106,11.0,1.0,2.0,0.0]"
5584,3593.3226,"[16.75,0.0,0.06063976,4.0,173.0106,19.0,0.0,1.0,0.0]"
5585,3595.32,"[12.1,0.0,0.0,11.0,179.866,16.0,1.0,2.0,0.0]"
5586,3595.32,"[16.5,1.0,0.159720671,1.0,144.5128,21.0,2.0,1.0,0.0]"
5587,3599.3148,"[20.6,1.0,0.030504756,4.0,212.6244,14.0,2.0,2.0,0.0]"
5588,3600.6464,"[9.695,1.0,0.128176489,6.0,224.8404,31.0,3.0,3.0,0.0]"
5589,3600.6464,"[16.0,0.0,0.060797393,13.0,223.8404,31.0,3.0,3.0,0.0]"
5590,3605.307,"[5.44,0.0,0.025519534,4.0,238.7538,19.0,0.0,1.0,0.0]"
5591,3605.307,"[6.115,1.0,0.007038478,8.0,189.253,31.0,3.0,3.0,0.0]"
5592,3605.307,"[6.115,1.0,0.007055292,8.0,188.653,19.0,0.0,1.0,0.0]"
5593,3605.307,"[10.195,1.0,0.017703044,13.0,239.4538,9.0,0.0,3.0,3.0]"
5594,3605.307,"[14.6,0.0,0.059827007,12.0,239.2538,11.0,1.0,2.0,0.0]"
5595,3610.6334,"[8.1,0.0,0.127929521,0.0,211.4902,31.0,3.0,3.0,0.0]"
5596,3611.2992,"[8.27,1.0,0.089120516,1.0,149.8708,33.0,0.0,3.0,2.0]"
5597,3611.2992,"[12.15,0.0,0.028714747,2.0,151.9708,9.0,0.0,3.0,3.0]"
5598,3611.2992,"[13.3,0.0,0.06356617,3.0,151.3708,21.0,2.0,1.0,0.0]"
5599,3615.294,"[17.75,0.0,0.097862839,7.0,239.3196,19.0,0.0,1.0,0.0]"
5600,3615.294,"[19.2,0.0,0.18293775,12.0,243.0196,19.0,0.0,1.0,0.0]"
5601,3616.6256,"[17.5,0.0,0.013692598,3.0,259.7304,9.0,0.0,3.0,3.0]"
5602,3617.9572,"[12.1,0.0,0.01545846,2.0,166.0526,19.0,0.0,1.0,0.0]"
5603,3621.2862,"[8.43,0.0,0.177661246,2.0,170.5422,14.0,2.0,2.0,0.0]"
5604,3621.2862,"[8.63,1.0,0.028139761,5.0,173.7422,33.0,0.0,3.0,2.0]"
5605,3621.2862,"[19.1,0.0,0.177545624,2.0,172.4422,19.0,0.0,1.0,0.0]"
5606,3621.952,"[9.06,0.0,0.009816092,12.0,211.856,9.0,0.0,3.0,3.0]"
5607,3621.952,"[9.395,0.0,0.159201868,8.0,226.072,31.0,3.0,3.0,0.0]"
5608,3621.952,"[14.6,0.0,0.059405152,2.0,179.6976,21.0,2.0,1.0,0.0]"
5609,3628.61,"[12.1,0.0,0.02984176,8.0,144.4444,16.0,1.0,2.0,0.0]"
5610,3629.2758,"[10.5,0.0,0.048213766,11.0,159.6946,9.0,0.0,3.0,3.0]"
5611,3629.2758,"[13.6,1.0,0.043655155,0.0,156.7946,21.0,2.0,1.0,0.0]"
5612,3629.9416,"[4.805,1.0,0.037852995,4.0,126.2704,9.0,0.0,3.0,3.0]"
5613,3630.6074,"[11.1,0.0,0.111122936,0.0,189.2846,9.0,0.0,3.0,3.0]"
5614,3630.6074,"[16.1,0.0,0.023625114,8.0,189.3846,16.0,1.0,2.0,0.0]"
5615,3630.6074,"[18.85,0.0,0.0520115,7.0,190.3846,31.0,3.0,3.0,0.0]"
5616,3635.268,"[7.365,0.0,0.159193194,1.0,92.712,33.0,0.0,3.0,2.0]"
5617,3635.268,"[14.0,0.0,0.029026218,7.0,131.331,11.0,1.0,2.0,0.0]"
5618,3635.268,"[15.1,0.0,0.0,9.0,244.2512,16.0,1.0,2.0,0.0]"
5619,3635.268,"[19.2,0.0,0.041220035,2.0,131.231,14.0,2.0,2.0,0.0]"
5620,3643.2576,"[20.1,1.0,0.022406575,0.0,225.9036,31.0,3.0,3.0,0.0]"
5621,3644.5892,"[20.25,0.0,0.148372897,7.0,108.8938,16.0,1.0,2.0,0.0]"
5622,3644.5892,"[21.35,0.0,0.068765205,5.0,260.4278,31.0,3.0,3.0,0.0]"
5623,3645.255,"[18.5,1.0,0.045534457,4.0,146.3102,19.0,0.0,1.0,0.0]"
5624,3652.5788,"[10.195,1.0,0.146635206,3.0,139.0838,14.0,2.0,2.0,0.0]"
5625,3653.9104,"[6.78,1.0,0.0,0.0,227.5694,19.0,0.0,1.0,0.0]"
5626,3658.571,"[8.275,0.0,0.110197977,2.0,104.2306,31.0,3.0,3.0,0.0]"
5627,3663.2316,"[4.61,0.0,0.123346085,11.0,172.5396,11.0,1.0,2.0,0.0]"
5628,3663.2316,"[12.3,1.0,0.106928681,0.0,173.7396,11.0,1.0,2.0,0.0]"
5629,3668.558,"[17.85,0.0,0.044248175,1.0,126.202,33.0,0.0,3.0,2.0]"
5630,3672.5528,"[5.465,1.0,0.0,6.0,129.1626,21.0,2.0,1.0,0.0]"
5631,3672.5528,"[6.67,1.0,0.089512542,1.0,133.1626,33.0,0.0,3.0,2.0]"
5632,3673.8844,"[12.35,0.0,0.093441604,1.0,119.1124,19.0,0.0,1.0,0.0]"
5633,3675.216,"[9.695,1.0,0.047622786,3.0,246.2144,9.0,0.0,3.0,3.0]"
5634,3675.216,"[10.8,0.0,0.049478259,0.0,245.4144,33.0,0.0,3.0,2.0]"
5635,3675.216,"[13.5,0.0,0.072317217,2.0,160.792,33.0,0.0,3.0,2.0]"
5636,3677.2134,"[13.1,0.0,0.037574137,0.0,174.2054,14.0,2.0,2.0,0.0]"
5637,3677.2134,"[13.1,0.0,0.037734334,0.0,173.9054,9.0,0.0,3.0,3.0]"
5638,3677.2134,"[15.2,1.0,0.103988736,0.0,177.0054,16.0,1.0,2.0,0.0]"
5639,3678.545,"[16.7,0.0,0.070297175,4.0,216.385,16.0,1.0,2.0,0.0]"
5640,3681.874,"[7.035,0.0,0.02189371,3.0,262.791,16.0,1.0,2.0,0.0]"
5641,3688.532,"[20.7,0.0,0.169776346,5.0,184.4266,14.0,2.0,2.0,0.0]"
5642,3690.5294,"[14.85,1.0,0.035456465,0.0,162.2578,11.0,1.0,2.0,0.0]"
5643,3690.5294,"[17.2,0.0,0.15616879,9.0,160.6578,31.0,3.0,3.0,0.0]"
5644,3691.1952,"[5.88,0.0,0.086945823,3.0,152.9998,11.0,1.0,2.0,0.0]"
5645,3691.1952,"[6.035,0.0,0.14113846,1.0,155.0998,31.0,3.0,3.0,0.0]"
5646,3691.1952,"[6.59,0.0,0.105085956,0.0,82.3908,33.0,0.0,3.0,2.0]"
5647,3691.1952,"[7.895,1.0,0.094109236,14.0,102.9332,33.0,0.0,3.0,2.0]"
5648,3691.1952,"[11.1,1.0,0.035853059,3.0,176.8712,33.0,0.0,3.0,2.0]"
5649,3691.1952,"[11.1,1.0,0.035997543,3.0,176.9712,31.0,3.0,3.0,0.0]"
5650,3691.1952,"[17.35,0.0,0.166572501,2.0,176.1712,33.0,0.0,3.0,2.0]"
5651,3695.19,"[20.25,0.0,0.059268885,2.0,246.446,11.0,1.0,2.0,0.0]"
5652,3696.5216,"[8.06,0.0,0.0,14.0,232.7326,9.0,0.0,3.0,3.0]"
5653,3700.5164,"[10.0,0.0,0.025827199,5.0,263.2226,21.0,2.0,1.0,0.0]"
5654,3701.1822,"[6.71,0.0,0.035414528,10.0,218.2166,33.0,0.0,3.0,2.0]"
5655,3704.5112,"[7.39,0.0,0.067766896,7.0,140.6812,14.0,2.0,2.0,0.0]"
5656,3705.177,"[9.695,1.0,0.029283081,5.0,175.137,9.0,0.0,3.0,3.0]"
5657,3705.177,"[10.3,0.0,0.078678276,6.0,177.037,31.0,3.0,3.0,0.0]"
5658,3705.177,"[13.6,0.0,0.009991273,2.0,175.537,14.0,2.0,2.0,0.0]"
5659,3705.177,"[19.7,0.0,0.066611321,1.0,178.237,33.0,0.0,3.0,2.0]"
5660,3705.177,"[20.0,1.0,0.104083376,5.0,107.4622,21.0,2.0,1.0,0.0]"
5661,3705.8428,"[18.6,0.0,0.076791671,1.0,161.0236,31.0,3.0,3.0,0.0]"
5662,3705.8428,"[19.35,0.0,0.026329989,0.0,169.2474,11.0,1.0,2.0,0.0]"
5663,3707.1744,"[13.8,1.0,0.056960814,1.0,230.0984,19.0,0.0,1.0,0.0]"
5664,3709.8376,"[6.465,0.0,0.124506117,5.0,264.7884,21.0,2.0,1.0,0.0]"
5665,3713.1666,"[18.1,0.0,0.022291121,0.0,93.6094,33.0,0.0,3.0,2.0]"
5666,3715.164,"[7.42,1.0,0.021695674,15.0,185.3582,11.0,1.0,2.0,0.0]"
5667,3717.8272,"[9.895,0.0,0.060055757,2.0,234.2642,14.0,2.0,2.0,0.0]"
5668,3717.8272,"[10.6,0.0,0.056911107,4.0,233.9642,16.0,1.0,2.0,0.0]"
5669,3719.1588,"[6.03,0.0,0.0,4.0,175.3028,33.0,0.0,3.0,2.0]"
5670,3723.1536,"[9.3,1.0,0.033276066,9.0,153.8314,33.0,0.0,3.0,2.0]"
5671,3723.8194,"[7.855,1.0,0.073858923,4.0,218.6482,31.0,3.0,3.0,0.0]"
5672,3728.48,"[6.035,1.0,0.065771344,6.0,185.324,14.0,2.0,2.0,0.0]"
5673,3728.48,"[17.1,0.0,0.032470108,3.0,148.9392,33.0,0.0,3.0,2.0]"
5674,3731.809,"[5.19,0.0,0.042861968,3.0,196.811,11.0,1.0,2.0,0.0]"
5675,3731.809,"[10.195,1.0,0.012528611,9.0,195.111,11.0,1.0,2.0,0.0]"
5676,3731.809,"[14.15,0.0,0.0,2.0,197.111,19.0,0.0,1.0,0.0]"
5677,3731.809,"[14.15,1.0,0.024454052,0.0,197.211,16.0,1.0,2.0,0.0]"
5678,3731.809,"[18.2,0.0,0.089884775,0.0,195.111,14.0,2.0,2.0,0.0]"
5679,3735.138,"[9.3,0.0,0.016047301,4.0,249.8092,19.0,0.0,1.0,0.0]"
5680,3735.138,"[15.7,1.0,0.027673055,5.0,169.279,16.0,1.0,2.0,0.0]"
5681,3735.8038,"[6.635,1.0,0.006295472,6.0,122.4098,33.0,0.0,3.0,2.0]"
5682,3739.1328,"[7.405,0.0,0.159165324,4.0,207.1296,14.0,2.0,2.0,0.0]"
5683,3739.1328,"[8.115,1.0,0.032208865,5.0,154.9972,19.0,0.0,1.0,0.0]"
5684,3739.1328,"[10.5,1.0,0.026424424,6.0,145.2128,16.0,1.0,2.0,0.0]"
5685,3745.125,"[10.0,0.0,0.021512619,2.0,247.775,9.0,0.0,3.0,3.0]"
5686,3745.125,"[17.75,0.0,0.034752647,4.0,248.775,21.0,2.0,1.0,0.0]"
5687,3747.1224,"[11.8,1.0,0.01401884,3.0,178.1344,33.0,0.0,3.0,2.0]"
5688,3749.7856,"[7.6,1.0,0.142410775,13.0,171.9448,21.0,2.0,1.0,0.0]"
5689,3751.1172,"[18.75,0.0,0.01031535,2.0,208.4954,33.0,0.0,3.0,2.0]"
5690,3751.783,"[12.65,0.0,0.042296724,2.0,106.3938,16.0,1.0,2.0,0.0]"
5691,3755.112,"[8.75,1.0,0.07461309,0.0,187.4556,14.0,2.0,2.0,0.0]"
5692,3755.112,"[14.85,1.0,0.009995002,1.0,154.463,11.0,1.0,2.0,0.0]"
5693,3755.112,"[20.6,1.0,0.0480335,0.0,188.2556,16.0,1.0,2.0,0.0]"
5694,3756.4436,"[14.0,1.0,0.029578726,4.0,143.5786,33.0,0.0,3.0,2.0]"
5695,3757.1094,"[13.65,1.0,0.072559351,3.0,199.3426,33.0,0.0,3.0,2.0]"
5696,3757.7752,"[20.1,0.0,0.074265816,4.0,109.5228,33.0,0.0,3.0,2.0]"
5697,3761.77,"[9.035,1.0,0.172629683,9.0,148.4708,33.0,0.0,3.0,2.0]"
5698,3761.77,"[13.35,0.0,0.091723066,1.0,148.8708,11.0,1.0,2.0,0.0]"
5699,3767.0964,"[5.26,1.0,0.042008667,6.0,162.6868,11.0,1.0,2.0,0.0]"
5700,3769.7596,"[4.92,0.0,0.046026479,6.0,196.5084,19.0,0.0,1.0,0.0]"
5701,3769.7596,"[11.8,0.0,0.11507174,8.0,198.2084,31.0,3.0,3.0,0.0]"
5702,3769.7596,"[14.6,0.0,0.02575512,2.0,199.6084,16.0,1.0,2.0,0.0]"
5703,3773.7544,"[6.575,1.0,0.075142108,10.0,145.8444,33.0,0.0,3.0,2.0]"
5704,3773.7544,"[12.1,0.0,0.029949818,8.0,146.3444,11.0,1.0,2.0,0.0]"
5705,3775.086,"[11.3,0.0,0.04767798,2.0,181.466,31.0,3.0,3.0,0.0]"
5706,3775.086,"[12.1,0.0,0.016823566,11.0,178.566,14.0,2.0,2.0,0.0]"
5707,3775.086,"[13.35,1.0,0.149598628,1.0,179.466,19.0,0.0,1.0,0.0]"
5708,3775.086,"[17.25,0.0,0.114160573,2.0,253.1724,11.0,1.0,2.0,0.0]"
5709,3779.0808,"[12.6,1.0,0.03150851,6.0,170.5764,31.0,3.0,3.0,0.0]"
5710,3779.0808,"[13.15,1.0,0.165694678,0.0,171.8764,16.0,1.0,2.0,0.0]"
5711,3779.0808,"[15.6,1.0,0.105276162,1.0,173.2764,14.0,2.0,2.0,0.0]"
5712,3781.744,"[12.15,1.0,0.132621594,0.0,190.1872,9.0,0.0,3.0,3.0]"
5713,3781.744,"[19.75,0.0,0.012437935,0.0,189.9872,31.0,3.0,3.0,0.0]"
5714,3782.4098,"[12.5,0.0,0.020729902,10.0,197.2742,19.0,0.0,1.0,0.0]"
5715,3782.4098,"[17.25,0.0,0.037155206,8.0,166.4526,31.0,3.0,3.0,0.0]"
5716,3791.0652,"[10.0,0.0,0.089291137,7.0,146.7102,19.0,0.0,1.0,0.0]"
5717,3791.0652,"[21.25,0.0,0.024536199,2.0,144.6102,33.0,0.0,3.0,2.0]"
5718,3791.0652,"[21.25,0.0,0.024795057,2.0,147.4102,11.0,1.0,2.0,0.0]"
5719,3793.7284,"[17.6,0.0,0.00799436,4.0,171.6422,31.0,3.0,3.0,0.0]"
5720,3795.06,"[8.6,1.0,0.040172077,5.0,188.553,31.0,3.0,3.0,0.0]"
5721,3795.06,"[8.6,1.0,0.040432954,5.0,191.653,11.0,1.0,2.0,0.0]"
5722,3795.06,"[12.85,0.0,0.0,13.0,253.004,9.0,0.0,3.0,3.0]"
5723,3795.06,"[15.7,0.0,0.055990291,7.0,153.2024,21.0,2.0,1.0,0.0]"
5724,3795.06,"[19.6,0.0,0.025325897,7.0,150.9024,19.0,0.0,1.0,0.0]"
5725,3797.7232,"[9.6,0.0,0.006665667,2.0,164.1184,33.0,0.0,3.0,2.0]"
5726,3797.7232,"[12.15,0.0,0.02176755,10.0,164.6184,16.0,1.0,2.0,0.0]"
5727,3799.0548,"[14.3,1.0,0.049676157,9.0,212.4586,21.0,2.0,1.0,0.0]"
5728,3803.0496,"[13.15,0.0,0.09264951,2.0,157.8604,14.0,2.0,2.0,0.0]"
5729,3803.0496,"[17.6,0.0,0.015775777,2.0,179.1976,11.0,1.0,2.0,0.0]"
5730,3805.047,"[7.825,0.0,0.186825823,2.0,253.5698,9.0,0.0,3.0,3.0]"
5731,3811.0392,"[19.0,0.0,0.017719277,7.0,211.0244,21.0,2.0,1.0,0.0]"
5732,3813.7024,"[9.895,0.0,0.16817143,8.0,237.7564,16.0,1.0,2.0,0.0]"
5733,3813.7024,"[10.8,0.0,0.052149675,8.0,239.9564,19.0,0.0,1.0,0.0]"
5734,3815.034,"[17.5,0.0,0.026289984,1.0,253.7356,11.0,1.0,2.0,0.0]"
5735,3819.0288,"[17.75,0.0,0.014602837,0.0,158.6262,19.0,0.0,1.0,0.0]"
5736,3823.0236,"[12.8,0.0,0.0,0.0,115.3492,33.0,0.0,3.0,2.0]"
5737,3823.0236,"[16.6,0.0,0.122918852,0.0,173.0738,11.0,1.0,2.0,0.0]"
5738,3825.6868,"[19.1,1.0,0.025924623,0.0,148.0418,16.0,1.0,2.0,0.0]"
5739,3825.6868,"[20.25,0.0,0.014153743,2.0,145.6418,33.0,0.0,3.0,2.0]"
5740,3831.0132,"[18.7,1.0,0.091560606,9.0,182.3292,14.0,2.0,2.0,0.0]"
5741,3835.008,"[7.535,0.0,0.081914677,8.0,120.344,19.0,0.0,1.0,0.0]"
5742,3835.008,"[8.27,0.0,0.01889024,7.0,238.188,9.0,0.0,3.0,3.0]"
5743,3836.3396,"[20.5,0.0,0.141106202,13.0,87.9172,33.0,0.0,3.0,2.0]"
5744,3837.0054,"[19.2,1.0,0.005561538,13.0,224.0062,33.0,0.0,3.0,2.0]"
5745,3842.9976,"[10.195,0.0,0.106876976,1.0,146.7076,33.0,0.0,3.0,2.0]"
5746,3844.995,"[5.82,1.0,0.077634044,0.0,256.433,9.0,0.0,3.0,3.0]"
5747,3844.995,"[8.235,0.0,0.014541462,7.0,184.495,11.0,1.0,2.0,0.0]"
5748,3844.995,"[8.38,1.0,0.046848322,6.0,110.557,31.0,3.0,3.0,0.0]"
5749,3844.995,"[18.85,0.0,0.042736348,5.0,255.933,16.0,1.0,2.0,0.0]"
5750,3845.6608,"[12.65,1.0,0.15604396,0.0,239.6538,21.0,2.0,1.0,0.0]"
5751,3845.6608,"[17.75,1.0,0.157075658,4.0,240.5538,19.0,0.0,1.0,0.0]"
5752,3846.9924,"[18.25,0.0,0.075908374,1.0,213.4218,31.0,3.0,3.0,0.0]"
5753,3846.9924,"[18.25,0.0,0.076089711,1.0,212.9218,19.0,0.0,1.0,0.0]"
5754,3848.324,"[7.365,0.0,0.042733625,0.0,226.972,9.0,0.0,3.0,3.0]"
5755,3848.324,"[16.75,0.0,0.032580547,7.0,192.1162,14.0,2.0,2.0,0.0]"
5756,3848.324,"[20.25,1.0,0.014790559,4.0,193.6162,14.0,2.0,2.0,0.0]"
5757,3848.324,"[20.25,1.0,0.014816356,4.0,194.1162,19.0,0.0,1.0,0.0]"
5758,3858.9768,"[6.985,1.0,0.137366883,9.0,184.9608,21.0,2.0,1.0,0.0]"
5759,3859.6426,"[15.7,1.0,0.037681359,3.0,125.1046,33.0,0.0,3.0,2.0]"
5760,3861.64,"[6.695,0.0,0.075878519,13.0,194.082,21.0,2.0,1.0,0.0]"
5761,3861.64,"[11.5,1.0,0.042087749,3.0,192.682,16.0,1.0,2.0,0.0]"
5762,3866.9664,"[10.695,1.0,0.060371962,14.0,174.0712,33.0,0.0,3.0,2.0]"
5763,3866.9664,"[10.85,0.0,0.028674471,2.0,115.1808,14.0,2.0,2.0,0.0]"
5764,3870.9612,"[19.35,1.0,0.076387367,1.0,112.1518,33.0,0.0,3.0,2.0]"
5765,3872.9586,"[18.35,1.0,0.092150005,3.0,184.8266,31.0,3.0,3.0,0.0]"
5766,3874.2902,"[11.6,1.0,0.156072361,14.0,169.3474,33.0,0.0,3.0,2.0]"
5767,3874.2902,"[17.7,0.0,0.012593467,2.0,167.6474,9.0,0.0,3.0,3.0]"
5768,3874.956,"[20.5,1.0,0.112410046,0.0,192.2478,21.0,2.0,1.0,0.0]"
5769,3877.6192,"[13.35,0.0,0.139426044,3.0,148.3392,14.0,2.0,2.0,0.0]"
5770,3880.2824,"[4.805,1.0,0.037699423,4.0,125.5704,21.0,2.0,1.0,0.0]"
5771,3880.2824,"[11.5,0.0,0.171050595,1.0,126.3704,14.0,2.0,2.0,0.0]"
5772,3881.614,"(9,[0,4,5,7],[9.8,175.237,19.0,1.0])"
5773,3881.614,"[16.2,1.0,0.128315409,3.0,178.137,31.0,3.0,3.0,0.0]"
